destination,rating,rating,text,time
Perhentian Island Resort,4.5/5,,Very happy with the overall services provided by the staff. Very friendly and helpful staff. The deco in the room was perfect and nice.,2026-05-09T23:59:59.999Z
Perhentian Island Resort,,5.0,"I had an amazing stay at Perhentian Island Resort. The beach was absolutely beautiful, with crystal-clear water, soft white sand, and a peaceful atmosphere surrounded by nature. The food was delicious and fresh, especially the seafood and local dishes served at the restaurant. The room was very comfortable, clean, and perfect for relaxing after a day by the beach. The resort’s natural location made the whole experience feel calm, refreshing, and unforgettable.",2026-05-09T09:08:28.958Z
Perhentian Island Resort,,5.0,"Staying at Perhentian Island Resort was a truly amazing experience that I will never forget. The resort is nestled in a lush, pristine environment that feels like a hidden tropical paradise. I was constantly mesmerized by the breathtaking views of the crystal-clear water right from the shore. Every meal served was a delight, featuring incredibly delicious flavors that showcased the best of international cuisine. It is the perfect destination for anyone seeking a blend of natural beauty and culinary excellence.",2026-05-08T23:59:22.029Z
Perhentian Island Resort,,2.0,"Ya había leído que en las islas Perhentian la gran mayoría de hoteles no valían lo que pagabas, pero no esperaba esto.
Este hotel, si bien está ubicado en una de las mejores playas de Pulau Besar, está viejo y mal mantenido. Es mejor quedarse en otro hotel e ir por el día a esa playa.
El motivo por el que lo elegí fue porque leí comentarios diciendo que el snorkel en esa playa era fabuloso. Y es verdad que puedes ver tortugas, pero nada más.
Las habitaciones necesitan ser renovadas: - el aire acondicionado olía muy mal, y si bien limpiaron los filtros, seguía oliendo igual. Y por las noches metía al cuarto el olor a desague que había afuera, y como hacía tanto calor, era imposible apagarlo.
- los muebles de madera están rayados y viejos.
- y lo peor fue el dispensador de papel higuienico del baño, estaba sucio y oxidado. Se notaba que no le habían pasado un trapo en años. Daba asco.
En cuanto la comida:
- el buffet desayuno estaba bien
- para cenar las opciones son malas y todas insipidas y llenss de grasas. Muchísimo mejor es ir a cenar a The Barat que está a 10 min caminando.
En resumen, no lo recomiendo para nada, no volvería.",2026-05-08T10:28:04.951Z
Perhentian Island Resort,,5.0,,2026-05-08T01:44:44.498Z
Perhentian Island Resort,,5.0,,2026-05-08T01:44:39.089Z
Perhentian Island Resort,,5.0,,2026-05-08T01:43:12.700Z
Perhentian Island Resort,,5.0,,2026-05-08T01:43:02.787Z
Perhentian Island Resort,,5.0,"Para mi, es el mejor hotel de Perhentian. Por ubicación, la playa y el entorno.

Las habitaciones y la comida no es la mejor, pero los trabajadores son serviciales y te llevan las maletas desde el jetty hasta la habitación.

NO recomiendo los bungalós, nos cambiamos al día siguiente, no hay nada y son extremadamente incomodos.

Notas:
- solamente hay wifi en el hall",2026-05-07T03:14:51.679Z
Perhentian Island Resort,,5.0,,2026-05-06T16:47:28.480Z
Perhentian Island Resort,,5.0,"For healing okay.. if expect comfortable, not here for room",2026-05-04T03:18:05.951Z
The Taaras Beach & Spa Resort,5/5,,Waanzinnig bounty eiland. Top resort met vriendelijke mensen.,2026-08-07T23:59:59.999Z
The Taaras Beach & Spa Resort,,5.0,,2026-08-07T10:41:26.124Z
The Taaras Beach & Spa Resort,,4.0,"Abbiamo soggiornato per alcune notti al Taaras Beach Resort e l’esperienza è stata davvero splendida. Abbiamo scelto una Cliff Suite con vista oceano e svegliarsi ogni mattina davanti a un panorama così è stato impagabile.

La baia privata è semplicemente spettacolare: acqua cristallina, sabbia bianca e un’atmosfera rilassante che rende questo luogo un vero paradiso. Lo yatch del proprietario onnipresente che rovina la vista, e nota negativa del personale che non ha occhio per tenere pulito dalla plastica e carta in spiaggia. Tutti attenti a come salvare e lasciare andare le piccole tartarughe, ma non si ha l’attrazione del monouso i spiaggia. Il resort offre tantissime attività, dal kayak agli sport acquatici, fino a un dive center ben organizzato per chi desidera esplorare i magnifici fondali della zona.

Anche la proposta gastronomica è molto completa, con la possibilità di scegliere tra buffet e ristoranti à la carte, senza dover uscire dal resort. Essendo praticamente l’intero complesso dell’isola, si trova davvero tutto ciò di cui si può avere bisogno.

Personale disponibile. L’unico piccolo appunto è che, a tratti, il servizio è sembrato un po’ “robotizzato”, molto formale e meno spontaneo rispetto ad altri resort che abbiamo visitato.

Nel complesso è una destinazione che consigliamo assolutamente a chi cerca mare da cartolina, relax, immersioni e comfort in un contesto esclusivo. Un soggiorno che ricorderemo con grande piacere.",2026-08-06T23:52:57.236Z
The Taaras Beach & Spa Resort,,5.0,"Location spettacolare, servizio incredibile. Camerieri e chef super attenti e cordiali. Mia moglie è celiaca e ha potuto assaggiare tutti i piatti locali tipici e asiatici grazie alla cura e all'attenzione del maitre Saifoo e dello chef Affandi.
Un paradiso",2026-08-05T15:31:48.784Z
The Taaras Beach & Spa Resort,,5.0,"Elegir la playa de Taaras para nuestra luna de miel fue la mejor decisión que podríamos haber tomado. Nuestra llegada fue un poco complicada debido a las olas fuertes, pero la Sra. Cara nos trató maravillosamente desde el primer momento hasta el último. Todos los empleados son increíbles, y queremos dar un agradecimiento especial a Jodi, Jonathan, Hanafi, Izhak y Roffi por su excepcional amabilidad y cuidado. Para colmo, ¡nos sorprendió ver tortugas marinas justo en la playa del hotel! Estamos encantados con nuestra experiencia y realmente esperamos volver.",2026-08-05T06:15:59.202Z
The Taaras Beach & Spa Resort,,5.0,"We stayed for 5 days during CNY 2025 week. Beautiful resort with private white sandy beach and crystal clear water. The staff are amazing - friendly, smiley and always ready to help especiallly Saiful who went out of his way to assist us in every possible way. He perfected our stay. The only setback is the flight home - due to techincal problem with Berjaya Air, we have to leave the resort 6 hours earlier at 5am to catch a ferry to Merang and then to KT airport to catch a plane to KLIA instead of flying off from Redang and arrive at Subang airport. On the positive side, the staff did all they can to ensure the whole journey to the airport is as comfortable and smooth as can be. Hats off to them! Despite of the setback, we will still be back because of the staff's service. Would like to thank all the staff who created a pleasant and memorable stay for us",2026-08-05T05:20:38.303Z
The Taaras Beach & Spa Resort,,4.0,Beautiful indeed.,2026-07-31T05:16:20.966Z
The Taaras Beach & Spa Resort,,5.0,"Just returned home after a 4 night/5 day stay at the Taaras. This has been one of my favourite ever breaks.
Pros
Location - is extraordinary. A peaceful bay, beautiful beach and crystal clear water that you can wade out to for a long distance while still being able to stand - perfect for swimming/snorkelling with kids. Wake at 6.30 one morning if you can to experience the sunrise, is quite special.
Staff - every single person we interacted with was warm, friendly and wanted to help. Particular mentions for Saiful and Dino at Asean, Rizal (spelling?, sorry) at Cove and Hamdan in guest relations who were all so helpful, professional and kind. Again though, every single member of staff was great to interact with.
Rooms - we had a cliff bay suite and it had the nicest view of any room I've stayed in. Beds were extremely comfortable and aircon worked well.
I also liked the nice mix of guests from different parts of the world - no one group overwhelms the place as can sometimes be the case at other resorts.
Cons
It is a fairly remote location, so variety of food options is understandably less than on mainland, but they still do a good job and we always found something delicious at buffet time.
One tiny gripe from me - not selling bottled mineral water in the shop means paying a high price at one of the restaurants. This felt a little mean, but they do provide filtered water top ups when asked.

Overall, a wonderful place. We intend to return soon.",2026-07-30T09:40:08.900Z
The Taaras Beach & Spa Resort,,5.0,,2026-07-28T12:57:50.721Z
The Taaras Beach & Spa Resort,5/5,,A nossa estadia neste hotel foi uma experiência maravilhosa!  O local é lindo e a equipa é 5 estrelas! Um agradecimento especial ao Bryan pelo seu apoio.,2026-07-27T23:59:59.999Z
Perhentian Island Resort,,3.0,"The resort is located near the pier with a beautiful beach. However, the rooms are very old and outdated.",2026-05-02T13:44:29.934Z
