destination,rating,text,month
Langkawi Skybridge Cable Car,5,"Sy pi langkawi 9-12 june 2026 setelah 5thn tak dtg langkawi.. Mmg lain dari dlu.. Byk kedai tutup, pelancong local boleh kata 1/10 je yg ade.. Mmg sunyi dah langkawi.. Yg best di langkawi cable car ni je sepanjang 4hari.. Yg lain byk tutup.. Mcm membazir je dtg.. Tiket mahal semua tempat .. Makan mahal.. Baik masuk thailand je lepas ni..",2026-07
Langkawi Skybridge Cable Car,5,"One of the highest cables in the world, it's a smooth and an almost must visit experience",2026-07
Langkawi Skybridge Cable Car,2,"2026년 7월 12일부터 24일까지 연간 정기 점검(Yearly Closure) 기간이라 스카이캡(케이블카)과 스카이브릿지 등 주요 시설이 모두 운영을 중단합니다.
​아쉽게도 해당 기간에는 다리에 올라가실 수 없습니다. 다만 3D 아트 뮤지엄이나 스카이드돔 같은 실내 시설은 정상 운영하니 참고하시기 바랍니다. 오늘7월16일 왔다그냥감",2026-07
Langkawi Skybridge Cable Car,4,Tempat sangat-sangatlah cantik tapi naik kat atas kabus tak nampak sangat pemanadangan tu. Nampak jelas masa naik cable car je,2026-07
Langkawi Skybridge Cable Car,5,Must do activity in langkawi,2026-07
Langkawi Skybridge Cable Car,5,مغلق للصيانة من ١٢ الى ٢٤ يوليو,2026-07
Langkawi Skybridge Cable Car,4,"Nice adventure
Could be much better if the wait time is less
Allow people to go downstairs instead of waiting for ages",2026-07
Langkawi Skybridge Cable Car,5,"After 13 years away, I finally returned to Langkawi — and honestly, the island has aged like fine wine.

Now, let’s talk about the real star of the trip: the cable car.

Calling it a “ride” feels unfair. It felt more like voluntarily signing up for a slow-motion launch into the clouds. The climb was ridiculously steep, the cabin swayed just enough to keep your survival instincts fully activated, and somewhere halfway up I started questioning every decision that led me there.

To make things more exciting, there are no fans inside the cabin. Add a few nervous passengers and tropical weather, and you’ve got yourself a very authentic “sweating at altitude” experience. Parents with small children might want to prepare a pep talk beforehand — for the kids and possibly for themselves.

But then…

The doors opened, the views appeared, and suddenly none of that mattered.

Towering mountains, endless greenery, and the Andaman Sea stretching all the way to the horizon. The kind of view that makes you forget your fear of heights and immediately start filling your phone storage with photos that somehow still don’t do it justice.

Standing up there, it’s easy to appreciate the amount of engineering, maintenance, and effort required to keep this experience running. It’s impressive from every angle.

Complaints? None.

Would I do it again? Absolutely.

Would I scream slightly less on the next ride? No promises.

Langkawi, you’ve officially earned a permanent spot on my “I’ll definitely come back for this” list. Some views you admire once. Others keep calling you back.",2026-07
Langkawi Skybridge Cable Car,5,Nice place.. view was wonderful,2026-07
Langkawi Skybridge Cable Car,1,"We were driving there with the taxi, when the driver ask if we really wanted to go there since it's closed for maintenance the coming month. Would have been nice if they'd closed the place on Google Maps or mentioned something on their website.",2026-07
Langkawi Skybridge Cable Car,1,"Site fermé car en maintenance tout la deuxième quinzaine du mois de juillet. Impossible d’avoir l'information sur le site web officiel. Une blague. Le staff m’a expliqué que lorsqu'on reserve en ligne, on a l’info. Si je réserve sur place pas d’info disponible. Très malin...",2026-07
Langkawi Skybridge Cable Car,5,Nice view and good environment,2026-07
Langkawi Skybridge Cable Car,3,Food is like any other eatery. Nothing special,2026-07
Langkawi Skybridge Cable Car,4,Thrilling steep cable car,2026-07
Langkawi Skybridge Cable Car,5,"Very scenic route.
Visit early to avoid crowd.
VIP rides also available to skip the long queues.
Preferred to book combo package for SkyBridge and Cable car.",2026-07
Langkawi Skybridge Cable Car,5,تجربة جميلة,2026-07
Langkawi Skybridge Cable Car,5,Must visit in langkawai for scenic views from the top,2026-07
Langkawi Skybridge Cable Car,1,"It's 2026. We can send people to space, but one of Langkawi's biggest tourist attractions still isn't properly accessible for wheelchair users or anyone with mobility issues. That's not just disappointing, it's embarrassing.",2026-07
Langkawi Skybridge Cable Car,5,Very enjoyable,2026-07
Langkawi Skybridge Cable Car,5,浮羅交怡必定會到的其中一個景區 。,2026-07
Langkawi Skybridge Cable Car,5,Always a great time visiting this place!,2026-07
Langkawi Skybridge Cable Car,5,"Extremely high,
Really good speed and only 6 pax by cart",2026-07
Langkawi Skybridge Cable Car,5,A must visit in langkawi,2026-07
Langkawi Skybridge Cable Car,5,An unforgettable experience with breathtaking views from the top. One of the highlights of Langkawi. Cable car to skybridge worth going experience.,2026-07
Langkawi Skybridge Cable Car,3,"Bit over rated, do if you have a morning free. The walk down from the gondola to bridge uneven and exhausting in the heat. Our water bottle was taken from us when we boarded, a scam for us to buy water at the peak???? Malaysian families just hide their water bottles in bags.",2026-07
Langkawi Skybridge Cable Car,4,"Not a bad morning out.

Good view. Worth it.",2026-07
Langkawi Skybridge Cable Car,5,one of most popular n must go if come to Langkawi..breathtaking view from the top,2026-07
Langkawi Skybridge Cable Car,3,"Came here on 3rd July 2026 @ 11.30 am, no queue at skycab entry the only long waiting around 50-60min is at skyglide. They only have 1 skyglide which is fetch and drop a group of people otherwise everything okay. And the counter staff at eagle nest is showing face when we ask about directions and confirmation. She is malay women and i don't see her name, i ask her the skyglide is next station because this is my first time at skycab and She reply yes with full of rude face and she using *phone during our conversation*. I don't have time to complain direct about this at customer service on sameday because I'm with my 4yo toddler and elderly people. Langkawi skycab should take action on this staff to avoid this kind of disappointment happens in future. Thank you",2026-07
Langkawi Skybridge Cable Car,5,Must visit and do when in Langkawi. Good value for m0ney.,2026-07
Langkawi Skybridge Cable Car,4,Very hot weather alot of rush,2026-07
Langkawi Skybridge Cable Car,3,The ticketing is a bit confusing. The skycab is scary. We went on a nice day and the views are awsome.,2026-07
Langkawi Skybridge Cable Car,5,"Must visited place when you go to Langkawi. The views from top of Gunung Matcincang, Skybridge and for skyglide u can paid RM10 per person.

For tickets I'm preferred to buy in advance used Agoda service, easily to cancelled. price cheaper from most advertise website.",2026-07
Langkawi Skybridge Cable Car,4,Roligt men läskigt! Molnigt,2026-07
Langkawi Skybridge Cable Car,5,Стоит посетить...,2026-07
Langkawi Skybridge Cable Car,3,Just nice,2026-07
Langkawi Skybridge Cable Car,5,50 hinggit memang berbaloi oii,2026-07
Langkawi Skybridge Cable Car,5,"Amazing experience in Langkawi! The view from the SkyCab and SkyBridge was absolutely breathtaking, especially with the mountains, sea, clouds, and the rainbow. The place is well organized and worth visiting. A must-do activity if you are in Langkawi.",2026-07
Langkawi Skybridge Cable Car,5,"Прекрасное место, очень красивые виды. Все организовано, на мой взгляд, достойно. Мы брали быстрый проход, но в нем не было особой надобности, мы были в низкий сезон, конец июня.",2026-07
Langkawi Skybridge Cable Car,4,"We have to wait around 1 hour or so because of the rain but once cleared they open it again. It was quite an experience being so high up.. it's above 600m from sea level. The Eagles nest walk also quite interesting, walk on glass bottom floor.. there's a lot of cloud when we came so it didn't feel that scary to walk through for someone that afraid of height..
We paid around SGD50/pax - includes sky cab, sky Bridge, eagle nest walk, sky glide.
If you want to use the toilet, you have to pay RM 1 each time per person.",2026-07
Langkawi Skybridge Cable Car,5,"Am Nachmittag ohne Anstehen hoch und wieder runter war entspannt, beeindruckend und spannend. Das lag aber auch an den so lustig aussehenden Brillenlanguren. Was mich allerdings irritiert hat, dass nur eine Bahn das kurze Stück bis zur Brücke und zurück bedient. Da haben wir wegen der langen Warteschlange dann doch den anstrengenden Rückweg durch den Dschungel gewählt.

Dann unten am See zu sitzen, die Ruhe des allmählichen Schließens der Buden mitanzusehen und dann noch ein netter Restaurantbesuch rundet diesen spektakulären Besuch für uns ab",2026-07
Langkawi Skybridge Cable Car,5,"No es el paseo más barato que harás en Malasia, pero sin duda vale la pena. Las pasarelas, plataformas y el teleférico están muy bien diseñadas y las vistas son increíbles.",2026-07
Langkawi Skybridge Cable Car,5,"One of the best attractions in Langkawi and well worth the visit. The cable car ride offers incredible views, and everything was well organised and easy to navigate. A must-do experience if you're visiting the island.",2026-07
Langkawi Skybridge Cable Car,5,"Even as a Malaysian, I’m still amazed every time I visit the Langkawi Sky Bridge and take the cable car. The ride up offers breathtaking views of the mountains and sea, and standing on the Sky Bridge feels both exciting and peaceful. The scenery is absolutely stunning and makes the whole experience worth it. It’s one of those places that reminds me how beautiful Malaysia truly is, and I never hesitate to recommend it to anyone visiting Langkawi.",2026-07
Langkawi Skybridge Cable Car,4,"Красиво!
Билеты покупали заранее, проблем с проходом нет.
Для спуска на подвесной мост нужно преодолеть достаточно крутой спуск и потом подъём, мне навстречу попалась девушка теряющая сознание при подъёме, поэтому я не решилась спуститься. Есть трамвайчик, который спускает/поднимает людей на/с моста, но очередь минут на 30 и забивается битком, не стала проверять на сколько это удобно.",2026-07
